[DOMAIN:标签] [CAT:物品/动物] mammal | 哺乳动物
[DOMAIN:标签] [CAT:物品/食物] hishimochi | 菱饼
[DOMAIN:标签] [CAT:物品/数码设备] wii_remote | Wii遥控器
[DOMAIN:标签] [CAT:物品/其他物品] pot_on_head | 头顶锅具
[DOMAIN:标签] [CAT:物品/动物] parakeet | 长尾小鹦鹉
[DOMAIN:标签] [CAT:物品/其他物品] gundam_arsenal_base | 高达军械库基地
[DOMAIN:标签] [CAT:物品/学习用品] stationery | 文具
[DOMAIN:标签] [CAT:物品/其他物品] trim_brush | 修边刷
[DOMAIN:标签] [CAT:物品/其他物品] stuffed_dinosaur | 恐龙玩偶
[DOMAIN:标签] [CAT:物品/武器] rebellion_(sword) | 叛逆（剑）
[DOMAIN:标签] [CAT:物品/食物] roe | 鱼子
[DOMAIN:标签] [CAT:物品/动物] pomeranian_(dog) | 博美犬
[DOMAIN:标签] [CAT:排除/媒体噪音] portuguese_text | 葡萄牙语文本
[DOMAIN:标签] [CAT:物品/其他物品] bagua | 八卦
[DOMAIN:标签] [CAT:物品/武器] excalibur_(fate/prototype) | 誓约胜利之剑（命运/原型）
[DOMAIN:标签] [CAT:物品/武器] ember_celica_(rwby) | 灰烬天堂（RWBY）
[DOMAIN:标签] [CAT:物品/其他物品] pile_of_skulls | 颅骨堆
[DOMAIN:标签] [CAT:物品/其他物品] atom | 原子
[DOMAIN:标签] [CAT:物品/成人玩具] horse_dildo | 马用假阳具
[DOMAIN:标签] [CAT:物品/其他物品] fuse | 保险丝
[DOMAIN:标签] [CAT:物品/其他物品] wooden_staff | 木杖
[DOMAIN:标签] [CAT:物品/其他物品] side-view_mirror | 后视镜
[DOMAIN:标签] [CAT:物品/食物] triple_scoop | 三球冰淇淋
[DOMAIN:标签] [CAT:物品/其他物品] stapled | 钉装
[DOMAIN:标签] [CAT:物品/其他物品] flat_sign | 降号
[DOMAIN:标签] [CAT:物品/武器] brave_sword_x_blaze_soul | 勇者之剑×炽热之魂
[DOMAIN:标签] [CAT:物品/食物] churro | 吉事果
[DOMAIN:标签] [CAT:物品/其他物品] queue | 队列
[DOMAIN:标签] [CAT:物品/餐具] butter_knife | 黄油刀
[DOMAIN:标签] [CAT:物品/植物] primula | 报春花
[DOMAIN:标签] [CAT:物品/动物] shellder | 大舌贝
[DOMAIN:标签] [CAT:物品/食物] strawberry_milk | 草莓牛奶
[DOMAIN:标签] [CAT:物品/动物] pidove | 豆豆鸽
[DOMAIN:标签] [CAT:物品/动物] tsuchinoko | 槌之子
[DOMAIN:标签] [CAT:物品/其他物品] carrot-shaped_pillow | 胡萝卜形抱枕
[DOMAIN:标签] [CAT:物品/其他物品] bunting | 彩旗
[DOMAIN:标签] [CAT:物品/其他物品] speculum | 窥器
[DOMAIN:标签] [CAT:物品/餐具] pan | 平底锅
[DOMAIN:标签] [CAT:物品/动物] rillaboom | 轰擂金刚猩
[DOMAIN:标签] [CAT:物品/武器] sig_516 | SIG 516步枪
[DOMAIN:标签] [CAT:物品/其他物品] board | 板
[DOMAIN:标签] [CAT:物品/武器] adapted_weapon | 适配武器
[DOMAIN:标签] [CAT:物品/动物] poochyena | 土狼犬
[DOMAIN:标签] [CAT:物品/植物] tangela | 蔓藤怪
[DOMAIN:标签] [CAT:物品/其他物品] transparent_fan | 透明扇子
[DOMAIN:标签] [CAT:物品/其他物品] warp_star | 传送星
[DOMAIN:标签] [CAT:物品/食物] okonomiyaki | 御好烧
[DOMAIN:标签] [CAT:物品/植物] aqua_rose | 水色玫瑰
[DOMAIN:标签] [CAT:物品/其他物品] carro_pino | 皮诺车
[DOMAIN:标签] [CAT:物品/其他物品] chevrolet | 雪佛兰
[DOMAIN:标签] [CAT:物品/其他物品] saya_(scabbard) | 鞘
[DOMAIN:标签] [CAT:物品/食物] pineapple_slice | 菠萝片
[DOMAIN:标签] [CAT:物品/武器] engulfing_lightning_(genshin_impact) | 薙草之稻光（原神）
[DOMAIN:标签] [CAT:物品/其他物品] jinki | 神器
[DOMAIN:标签] [CAT:物品/武器] weapon_connection | 武器连接
[DOMAIN:标签] [CAT:物品/其他物品] baseball_glove | 棒球手套
[DOMAIN:标签] [CAT:物品/其他物品] yellow_car | 黄色汽车
[DOMAIN:标签] [CAT:物品/其他物品] paper_chain | 纸链
[DOMAIN:标签] [CAT:物品/数码设备] single-lens_reflex_camera | 单反相机
[DOMAIN:标签] [CAT:物品/其他物品] bust_(sculpture) | 胸像（雕塑）
[DOMAIN:标签] [CAT:物品/食物] taco | 墨西哥卷饼
[DOMAIN:标签] [CAT:物品/其他物品] iron_fence | 铁栅栏
[DOMAIN:标签] [CAT:物品/数码设备] firefox | 火狐浏览器
[DOMAIN:标签] [CAT:物品/其他物品] impossible_towel | 不可能毛巾
[DOMAIN:标签] [CAT:物品/其他物品] lantern_on_liquid | 液上灯笼
[DOMAIN:标签] [CAT:物品/数码设备] pangu_terminal_(wuthering_waves) | 盘古终端（鸣潮）
[DOMAIN:标签] [CAT:物品/其他物品] tank_(container) | 储罐
[DOMAIN:标签] [CAT:物品/植物] spicebush_(e.g.o) | 山胡椒（E.G.O）
[DOMAIN:标签] [CAT:物品/其他物品] elemental_(creature) | 元素生物（生物）
[DOMAIN:标签] [CAT:物品/其他物品] pestle | 研杵
[DOMAIN:标签] [CAT:物品/其他物品] lifeguard_chair | 救生员椅
[DOMAIN:标签] [CAT:物品/数码设备] game_boy_advance | Game Boy Advance
[DOMAIN:标签] [CAT:物品/学习用品] too_many_books | 书籍堆积
[DOMAIN:标签] [CAT:物品/其他物品] tweezers | 镊子
[DOMAIN:标签] [CAT:物品/武器] h&k_p30 | H&K P30
[DOMAIN:标签] [CAT:物品/武器] yari | 枪
[DOMAIN:标签] [CAT:物品/其他物品] gymnastics_ribbon | 体操彩带
[DOMAIN:标签] [CAT:物品/食物] burnt_food | 烧焦的食物
[DOMAIN:标签] [CAT:排除/媒体噪音] twitch_logo | Twitch标志
[DOMAIN:标签] [CAT:物品/武器] turret | 炮塔
[DOMAIN:标签] [CAT:物品/成人玩具] spiked_dildo | 带刺假阳具
[DOMAIN:标签] [CAT:物品/其他物品] philosopher's_stone | 贤者之石
[DOMAIN:标签] [CAT:物品/食物] wendy's | 温蒂汉堡
[DOMAIN:标签] [CAT:物品/食物] dorayaki | 铜锣烧
[DOMAIN:标签] [CAT:排除/媒体噪音] nasa_logo | NASA标志
[DOMAIN:标签] [CAT:物品/武器] akm | AKM
[DOMAIN:标签] [CAT:物品/食物] iced_coffee | 冰咖啡
[DOMAIN:标签] [CAT:物品/其他物品] pepper_shaker | 胡椒摇瓶
[DOMAIN:标签] [CAT:物品/其他物品] substitute_(pokemon) | 替身（宝可梦）
[DOMAIN:标签] [CAT:物品/其他物品] jaeger_(pacific_rim) | 机甲猎人（环太平洋）
[DOMAIN:标签] [CAT:物品/植物] olive | 橄榄
[DOMAIN:标签] [CAT:物品/其他物品] wood_carving_tool | 木雕工具
[DOMAIN:标签] [CAT:物品/其他物品] ohitsu | 御柜
[DOMAIN:标签] [CAT:物品/其他物品] rope_(arknights) | 绳索（明日方舟）
[DOMAIN:标签] [CAT:物品/武器] cs/ls06 | CS/LS06冲锋枪
[DOMAIN:标签] [CAT:物品/武器] umbrella_gun | 伞枪
[DOMAIN:标签] [CAT:物品/动物] anteater_tail | 食蚁兽尾巴
[DOMAIN:标签] [CAT:物品/动物] mole_(animal) | 鼹鼠（动物）
[DOMAIN:标签] [CAT:物品/动物] hornet | 黄蜂
[DOMAIN:标签] [CAT:物品/成人玩具] fixed_vibrator | 固定震动棒
[DOMAIN:标签] [CAT:物品/动物] golden_retriever | 金毛寻回犬
[DOMAIN:标签] [CAT:物品/其他物品] nissan_silvia | 日产Silvia
[DOMAIN:标签] [CAT:物品/食物] gyuudon | 牛丼
[DOMAIN:标签] [CAT:物品/其他物品] mechanical_tentacles | 机械触手
[DOMAIN:标签] [CAT:物品/植物] myouga_(plant) | 茗荷（植物）
[DOMAIN:标签] [CAT:物品/其他物品] fire_hydrant | 消防栓
[DOMAIN:标签] [CAT:物品/其他物品] pentagon_(shape) | 五边形（形状）
[DOMAIN:标签] [CAT:物品/其他物品] medicine_pocket | 药袋
[DOMAIN:标签] [CAT:物品/动物] vivillon | 彩粉蝶
[DOMAIN:标签] [CAT:物品/其他物品] electro_symbol_(genshin_impact) | 雷元素符号（原神）
[DOMAIN:标签] [CAT:物品/其他物品] 2014_fifa_world_cup | 2014年世界杯
[DOMAIN:标签] [CAT:物品/数码设备] internet_explorer | 网络浏览器
[DOMAIN:标签] [CAT:物品/学习用品] shounen_jump | 少年Jump
[DOMAIN:标签] [CAT:物品/动物] mouse_on_head | 头顶老鼠
[DOMAIN:标签] [CAT:排除/兽化非人] robot_dog | 机器狗
[DOMAIN:标签] [CAT:物品/其他物品] news | 新闻
[DOMAIN:标签] [CAT:物品/其他物品] primogem | 原石
[DOMAIN:标签] [CAT:物品/其他物品] scuba_tank | 潜水气瓶
[DOMAIN:标签] [CAT:物品/其他物品] tentacle_under_clothing | 衣下触手
[DOMAIN:标签] [CAT:物品/其他物品] white_bed_sheet | 白色床单
[DOMAIN:标签] [CAT:物品/动物] leopard | 豹
[DOMAIN:标签] [CAT:物品/其他物品] character_pillow | 角色抱枕
[DOMAIN:标签] [CAT:物品/其他物品] spring_(object) | 弹簧（物体）
[DOMAIN:标签] [CAT:物品/动物] cockatiel | 鸡尾鹦鹉
[DOMAIN:标签] [CAT:物品/动物] liepard | 酷豹
[DOMAIN:标签] [CAT:物品/其他物品] marching_band_baton | 行进乐队指挥杖
[DOMAIN:标签] [CAT:物品/其他物品] matryoshka_doll | 俄罗斯套娃
[DOMAIN:标签] [CAT:物品/食物] lunch_(bad)_(dragon_ball) | 午餐（难吃）（龙珠）
[DOMAIN:标签] [CAT:物品/其他物品] print_innertube | 印花游泳圈
[DOMAIN:标签] [CAT:物品/其他物品] purity_seal | 纯洁封印
[DOMAIN:标签] [CAT:物品/武器] carro_veloce_cv-33 | CV-33快速坦克
[DOMAIN:标签] [CAT:物品/武器] chokutou | 直刀
[DOMAIN:标签] [CAT:物品/其他物品] ice_pack | 冰敷袋
[DOMAIN:标签] [CAT:物品/武器] knightmare_frame | 噩梦机甲
[DOMAIN:标签] [CAT:物品/其他物品] broken_pillar | 断裂支柱
[DOMAIN:标签] [CAT:物品/动物] staraptor | 姆克鹰
[DOMAIN:标签] [CAT:物品/食物] cream_lemon | 奶油柠檬
[DOMAIN:标签] [CAT:物品/数码设备] airpods | AirPods
[DOMAIN:标签] [CAT:物品/其他物品] nut_(hardware) | 螺母（硬件）
[DOMAIN:标签] [CAT:物品/其他物品] conveyor_belt | 传送带
[DOMAIN:标签] [CAT:物品/其他物品] hookah | 水烟枪
[DOMAIN:标签] [CAT:物品/其他物品] gerwalk | 格斗形态
[DOMAIN:标签] [CAT:物品/武器] dynamo_roller_(splatoon) | 电动滚筒（喷射战士）
[DOMAIN:标签] [CAT:物品/食物] grilled_fish | 烤鱼
[DOMAIN:标签] [CAT:物品/其他物品] parasite | 寄生兽
[DOMAIN:标签] [CAT:物品/其他物品] bar_soap | 肥皂块
[DOMAIN:标签] [CAT:物品/武器] h&k_usp | H&K USP手枪
[DOMAIN:标签] [CAT:物品/其他物品] spell | 咒语
[DOMAIN:标签] [CAT:物品/其他物品] shared_bed | 共享床铺
[DOMAIN:标签] [CAT:物品/其他物品] volkswagen | 大众汽车
[DOMAIN:标签] [CAT:物品/其他物品] sotoba | 卒塔婆
[DOMAIN:标签] [CAT:物品/食物] pork | 猪肉
[DOMAIN:标签] [CAT:物品/武器] kukri | 库克瑞弯刀
[DOMAIN:标签] [CAT:物品/植物] plant_on_head | 头顶植物
[DOMAIN:标签] [CAT:物品/数码设备] wi-fi_symbol | Wi-Fi符号
[DOMAIN:标签] [CAT:物品/数码设备] akg | AKG
[DOMAIN:标签] [CAT:物品/数码设备] mobile | 移动设备
[DOMAIN:标签] [CAT:排除/媒体噪音] blank_page | 空白页
[DOMAIN:标签] [CAT:物品/其他物品] project_bunny | 兔子计划
[DOMAIN:标签] [CAT:物品/其他物品] treadmill | 跑步机
[DOMAIN:标签] [CAT:物品/武器] military_truck | 军用卡车
[DOMAIN:标签] [CAT:物品/其他物品] kokeshi | 小芥子木偶
[DOMAIN:标签] [CAT:物品/食物] oyster | 牡蛎
[DOMAIN:标签] [CAT:物品/学习用品] wooden_pencil | 木制铅笔
[DOMAIN:标签] [CAT:物品/武器] needle_sword | 针剑
[DOMAIN:标签] [CAT:物品/数码设备] play_button | 播放按钮
[DOMAIN:标签] [CAT:物品/植物] magnolia | 木兰花
[DOMAIN:标签] [CAT:物品/动物] multiple_dogs | 多只狗
[DOMAIN:标签] [CAT:物品/其他物品] people's_republic_of_china_flag | 中华人民共和国国旗
[DOMAIN:标签] [CAT:物品/其他物品] adjustable_wrench | 活动扳手
[DOMAIN:标签] [CAT:物品/其他物品] inverted_pentagram | 倒五角星
[DOMAIN:标签] [CAT:物品/武器] smoking_gun | 冒烟的枪
[DOMAIN:标签] [CAT:物品/食物] osechi | 御节料理
[DOMAIN:标签] [CAT:物品/武器] stielhandgranate | 木柄手榴弹
[DOMAIN:标签] [CAT:物品/武器] bren_lmg | 布伦轻机枪
[DOMAIN:标签] [CAT:物品/其他物品] canadian_flag | 加拿大国旗
[DOMAIN:标签] [CAT:物品/其他物品] bionicle | 乐高生化战士
[DOMAIN:标签] [CAT:物品/乐器] triangle_(instrument) | 三角铁（乐器）
[DOMAIN:标签] [CAT:物品/动物] chipmunk | 花栗鼠
[DOMAIN:标签] [CAT:物品/其他物品] inside_creature | 体内生物
[DOMAIN:标签] [CAT:物品/数码设备] gamecube | 任天堂GameCube
[DOMAIN:标签] [CAT:物品/动物] surgeonfish | 刺尾鱼
[DOMAIN:标签] [CAT:物品/其他物品] spinning_top | 陀螺
[DOMAIN:标签] [CAT:物品/其他物品] peg_leg | 木制假腿
[DOMAIN:标签] [CAT:物品/其他物品] gauze_on_knee | 膝盖纱布
[DOMAIN:标签] [CAT:物品/其他物品] gavel | 木槌
[DOMAIN:标签] [CAT:物品/其他物品] first_aid | 急救
[DOMAIN:标签] [CAT:物品/其他物品] dengeki_hime | 电击姬
[DOMAIN:标签] [CAT:物品/其他物品] repair_bucket | 修复桶
[DOMAIN:标签] [CAT:物品/食物] yukijirushi | 雪印
[DOMAIN:标签] [CAT:物品/其他物品] single_handcuff | 单手铐
[DOMAIN:标签] [CAT:物品/其他物品] splat_bomb_(splatoon) | 墨汁炸弹（斯普拉遁）
[DOMAIN:标签] [CAT:物品/其他物品] towel_rack | 毛巾架
[DOMAIN:标签] [CAT:物品/其他物品] lion_head_(ornament) | 狮头（装饰品）
[DOMAIN:标签] [CAT:物品/植物] susuki_grass | 芒草
[DOMAIN:标签] [CAT:物品/其他物品] glowing_feather | 发光羽毛
[DOMAIN:标签] [CAT:物品/数码设备] yandere_simulator | 病娇模拟器
[DOMAIN:标签] [CAT:物品/乐器] tsuzumi | 鼓
[DOMAIN:标签] [CAT:物品/其他物品] in_basket | 收纳篮
[DOMAIN:标签] [CAT:物品/数码设备] pop-up_headlights | 弹出式头灯
[DOMAIN:标签] [CAT:物品/动物] mosquito | 蚊子
[DOMAIN:标签] [CAT:物品/其他物品] american_football | 美式足球
[DOMAIN:标签] [CAT:物品/其他物品] junk | 废料
[DOMAIN:标签] [CAT:物品/其他物品] b3_wingman | B3搭档
[DOMAIN:标签] [CAT:物品/动物] catfish | 鲶鱼
[DOMAIN:标签] [CAT:物品/食物] maple_syrup | 枫糖浆
[DOMAIN:标签] [CAT:物品/数码设备] computer_chip | 计算机芯片
[DOMAIN:标签] [CAT:物品/其他物品] pantograph | 受电弓
[DOMAIN:标签] [CAT:物品/其他物品] eiserne_jungfrau | 铁处女
[DOMAIN:标签] [CAT:物品/其他物品] gift_card | 礼品卡
[DOMAIN:标签] [CAT:物品/其他物品] shears | 剪刀
[DOMAIN:标签] [CAT:物品/其他物品] mechanical_dragon | 机械龙
[DOMAIN:标签] [CAT:物品/其他物品] cracked_egg | 裂壳蛋
[DOMAIN:标签] [CAT:物品/其他物品] cake_stand | 蛋糕架
[DOMAIN:标签] [CAT:物品/动物] shiitake | 香菇
[DOMAIN:标签] [CAT:物品/植物] milky_rose | 乳白玫瑰
[DOMAIN:标签] [CAT:物品/植物] too_many_flowers | 过多花朵
[DOMAIN:标签] [CAT:物品/其他物品] toaster | 烤面包机
[DOMAIN:标签] [CAT:物品/其他物品] sphere | 球体
[DOMAIN:标签] [CAT:物品/其他物品] left-hand_drive | 左舵驾驶
[DOMAIN:标签] [CAT:物品/食物] ben-tou | 便当
[DOMAIN:标签] [CAT:物品/食物] pringles_can | 品客薯片罐
[DOMAIN:标签] [CAT:物品/动物] tortoise | 陆龟
[DOMAIN:标签] [CAT:物品/其他物品] heavy_object | 重装武器
[DOMAIN:标签] [CAT:物品/食物] kiritanpo_(food) | 烤米棒（食物）
[DOMAIN:标签] [CAT:物品/食物] shiruko_(food) | 红豆汤（食物）
[DOMAIN:标签] [CAT:物品/其他物品] right-hand_drive | 右舵驾驶
[DOMAIN:标签] [CAT:物品/武器] amos'_bow_(genshin_impact) | 阿莫斯之弓（原神）
[DOMAIN:标签] [CAT:物品/其他物品] super_cub | 超级幼兽
[DOMAIN:标签] [CAT:物品/武器] walther_ppk | 瓦尔特PPK
[DOMAIN:标签] [CAT:物品/食物] frappuccino | 星冰乐
[DOMAIN:标签] [CAT:物品/其他物品] christmas_star | 圣诞星
[DOMAIN:标签] [CAT:物品/其他物品] improvised_umbrella | 临时雨伞
[DOMAIN:标签] [CAT:物品/武器] tokarev_tt-33 | 托卡列夫TT-33
[DOMAIN:标签] [CAT:物品/其他物品] straw_(stalk) | 稻草（茎秆）
[DOMAIN:标签] [CAT:物品/其他物品] dream_catcher | 捕梦网
[DOMAIN:标签] [CAT:物品/动物] blue_whale | 蓝鲸
[DOMAIN:标签] [CAT:物品/动物] salamander | 火蜥蜴
[DOMAIN:标签] [CAT:物品/食物] yakisobapan | 炒面面包
[DOMAIN:标签] [CAT:物品/动物] mandrake | 曼德拉草
[DOMAIN:标签] [CAT:物品/武器] kama_(weapon) | 迦摩（武器）
[DOMAIN:标签] [CAT:物品/其他物品] flyer | 传单
[DOMAIN:标签] [CAT:物品/食物] candy_bar | 糖果棒
[DOMAIN:标签] [CAT:物品/其他物品] blister_pack | 泡壳包装
[DOMAIN:标签] [CAT:物品/武器] fn_five-seven | FN五七式手枪
[DOMAIN:标签] [CAT:物品/武器] clima-tact | 天候棒
[DOMAIN:标签] [CAT:物品/数码设备] macintosh | 麦金塔
[DOMAIN:标签] [CAT:物品/其他物品] jupiter_symbol | 木星符号
[DOMAIN:标签] [CAT:物品/植物] butterfly_on_nose | 鼻上蝴蝶
[DOMAIN:标签] [CAT:物品/武器] ornate_weapon | 华丽武器
[DOMAIN:标签] [CAT:物品/食物] watermelon_seeds | 西瓜籽
[DOMAIN:标签] [CAT:物品/其他物品] ironwork | 铁艺
[DOMAIN:标签] [CAT:排除/媒体噪音] subscribestar_logo | 订阅之星标识
[DOMAIN:标签] [CAT:物品/其他物品] tricycle | 三轮车
[DOMAIN:标签] [CAT:物品/其他物品] equation | 方程式
[DOMAIN:标签] [CAT:物品/其他物品] biohazard_symbol | 生化危机标志
[DOMAIN:标签] [CAT:物品/其他物品] goliath_doll | 歌利亚人偶
[DOMAIN:标签] [CAT:物品/武器] kusarigama | 锁镰
[DOMAIN:标签] [CAT:物品/动物] lunatone | 月石
[DOMAIN:标签] [CAT:物品/动物] snow_leopard | 雪豹
[DOMAIN:标签] [CAT:物品/餐具] glass_teapot | 玻璃茶壶
[DOMAIN:标签] [CAT:物品/其他物品] uraeus | 圣蛇像
[DOMAIN:标签] [CAT:物品/其他物品] foot_bath | 足浴
[DOMAIN:标签] [CAT:物品/其他物品] broken_bottle | 破碎酒瓶
[DOMAIN:标签] [CAT:物品/武器] red_lightsaber | 红色光剑
[DOMAIN:标签] [CAT:物品/动物] prehistoric_animal | 史前动物
[DOMAIN:标签] [CAT:物品/植物] orange_tulip | 橙色郁金香
[DOMAIN:标签] [CAT:物品/其他物品] ink_stamp | 墨印
[DOMAIN:标签] [CAT:物品/其他物品] buying_condoms | 购买避孕套
[DOMAIN:标签] [CAT:物品/数码设备] virtual_reality | 虚拟现实
[DOMAIN:标签] [CAT:排除/媒体噪音] gehenna_academy_logo | 格黑娜学园标志
[DOMAIN:标签] [CAT:物品/植物] lisianthus | 洋桔梗
[DOMAIN:标签] [CAT:物品/其他物品] rebreather | 循环呼吸器
[DOMAIN:标签] [CAT:物品/其他物品] cable_tie | 扎带
[DOMAIN:标签] [CAT:物品/植物] artificial_flower | 人造花
[DOMAIN:标签] [CAT:物品/食物] ice_cream_cone_spill | 冰淇淋筒洒落
[DOMAIN:标签] [CAT:物品/学习用品] histoire | 历史记录
[DOMAIN:标签] [CAT:物品/其他物品] steel_ball_(jojo) | 钢球（JOJO）
[DOMAIN:标签] [CAT:物品/其他物品] black_liquid | 黑色液体
[DOMAIN:标签] [CAT:物品/食物] pickle | 腌黄瓜
[DOMAIN:标签] [CAT:物品/武器] rifle_cartridge | 步枪弹壳
[DOMAIN:标签] [CAT:物品/其他物品] iron_bars | 铁栅栏
[DOMAIN:标签] [CAT:物品/食物] apple_on_head | 头顶苹果
[DOMAIN:标签] [CAT:物品/其他物品] bear_bag | 熊形包
[DOMAIN:标签] [CAT:物品/其他物品] rocket_ship | 火箭飞船
[DOMAIN:标签] [CAT:物品/武器] aks-74u | AKS-74U突击步枪
[DOMAIN:标签] [CAT:物品/其他物品] corrugated_galvanized_iron_sheet | 波纹镀锌铁板
[DOMAIN:标签] [CAT:物品/其他物品] nissan_skyline_gt-r | 日产天际线GT-R
[DOMAIN:标签] [CAT:物品/其他物品] queen_of_hearts_(playing_card) | 红心皇后（扑克牌）
[DOMAIN:标签] [CAT:物品/其他物品] top-load_washing_machine | 顶开式洗衣机
[DOMAIN:标签] [CAT:物品/其他物品] angel_statue | 天使雕像
[DOMAIN:标签] [CAT:物品/动物] crab_claw | 蟹钳
[DOMAIN:标签] [CAT:物品/食物] white_chocolate | 白巧克力
[DOMAIN:标签] [CAT:物品/其他物品] gold_bar | 金条
[DOMAIN:标签] [CAT:物品/数码设备] webcam | 网络摄像头
[DOMAIN:标签] [CAT:物品/植物] purple_petals | 紫色花瓣
[DOMAIN:标签] [CAT:物品/其他物品] soviet_flag | 苏联国旗
[DOMAIN:标签] [CAT:物品/植物] smoliv | 迷你橄榄
[DOMAIN:标签] [CAT:物品/动物] fennec_fox | 耳廓狐
[DOMAIN:标签] [CAT:物品/其他物品] poi_(goldfish_scoop) | 金鱼捞
[DOMAIN:标签] [CAT:物品/武器] ghostblade | 鬼刃
[DOMAIN:标签] [CAT:物品/动物] whale_shark | 鲸鲨
[DOMAIN:标签] [CAT:物品/其他物品] christian_cross | 基督教十字架
[DOMAIN:标签] [CAT:物品/其他物品] statue_of_liberty | 自由女神像
[DOMAIN:标签] [CAT:物品/武器] double-barreled_shotgun | 双管猎枪
[DOMAIN:标签] [CAT:物品/成人玩具] flat_chastity_cage | 扁平贞操笼
[DOMAIN:标签] [CAT:物品/武器] tnt | TNT炸药
